condition_id,model,pmse_mean,pmse_std,n
11,gbrt,0.5675245260143317,,1
11,hist_gbrt,0.6056707911847083,,1
11,knn,0.7407020299002817,,1
11,lasso,0.48997989296913147,,1
11,rf,0.6221699494094037,,1
11,ridge,0.49009227752685547,,1
12,elastic_net,0.0003708910953719169,,1
12,extra_trees,0.02186612713898476,,1
12,gbrt,0.023752975096346822,,1
12,hist_gbrt,0.020327245098098412,,1
12,knn,0.04916537859618574,,1
12,lasso,0.00045994645915925503,,1
12,rf,0.02753781800414338,,1
12,ridge,0.0005860465462319553,,1
13,elastic_net,0.26035887002944946,,1
13,extra_trees,0.4253797068449565,,1
13,gbrt,0.33893184252324854,,1
13,hist_gbrt,0.3343243800463599,,1
13,knn,0.3635875514932477,,1
13,lasso,0.26099032163619995,,1
13,rf,0.41012280449680605,,1
13,ridge,0.26262351870536804,,1
14,elastic_net,0.0013544338289648294,,1
14,extra_trees,0.14944791266170435,,1
14,gbrt,0.13831938735456953,,1
14,hist_gbrt,0.13125766316723408,,1
14,knn,0.18988707570312002,,1
14,lasso,0.0021554192062467337,,1
14,rf,0.18598849953510702,,1
14,ridge,0.0021769350860267878,,1
15,elastic_net,0.2018083781003952,,1
15,extra_trees,0.31412530411120476,,1
15,gbrt,0.32152491811266987,,1
15,hist_gbrt,0.3393817046653704,,1
15,knn,0.3643010599266585,,1
15,lasso,0.2009832113981247,,1
15,rf,0.3645323967614792,,1
15,ridge,0.1991984099149704,,1
16,elastic_net,0.7926592826843262,,1
16,extra_trees,0.8273995328089983,,1
16,gbrt,0.86900020927337,,1
16,hist_gbrt,0.8642051875969876,,1
16,knn,0.9281201144513969,,1
16,lasso,0.792792022228241,,1
16,rf,0.8560991521779581,,1
16,ridge,0.7925794124603271,,1
17,elastic_net,0.23759669065475464,,1
17,extra_trees,0.42482570050252544,,1
17,gbrt,0.4334575638928553,,1
17,hist_gbrt,0.40285275827201794,,1
17,knn,0.6621753610213629,,1
17,lasso,0.2373480349779129,,1
17,rf,0.4452550019662219,,1
17,ridge,0.23427322506904602,,1
18,elastic_net,0.9563993811607361,,1
18,extra_trees,0.8909373330163453,,1
18,gbrt,0.9641990933525295,,1
18,hist_gbrt,0.9874780133916025,,1
18,knn,0.8634904230061051,,1
18,lasso,0.9556984901428223,,1
18,rf,0.9401786465018105,,1
18,ridge,0.9554600119590759,,1
19,elastic_net,0.14121639728546143,,1
19,extra_trees,0.23934880138235026,,1
19,gbrt,0.20929573356237413,,1
19,hist_gbrt,0.23655147075900373,,1
19,knn,0.4549222697130626,,1
19,lasso,0.1411917358636856,,1
19,rf,0.28053588104705773,,1
19,ridge,0.14317165315151215,,1
20,elastic_net,0.0477106049656868,,1
20,extra_trees,0.12750076097731455,,1
